X Coordinate,Y Coordinate,Measured Depth (m),Deviation (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Production-Casing Weight (kg/m),Bore. Temp. (degC),Prod. Formation,Porosity (fraction),Permeability (darcy),OIL Prod. (e3m3/month)
347.8,454.0,1063.8,False.,,114.3,,43.0,Shale-Sand,0.107,2.89,85.2
628.6,364.0,854.0,False.,35.7,139.7,20.8,27.0,Shale,0.0,0.79,0.85
608.3,117.0,902.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.25,2.68,129.24
423.9,176.0,1848.0,True.,35.7,139.7,23.1,,Shale-Sand,0.134,2.86,14.75
628.7,403.0,697.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.235,5.25,106.93
310.2,788.0,1738.3,False.,,114.3,,41.0,Shale-Sand,0.144,4.07,34.16
430.0,553.0,1806.0,True.,48.1,177.8,34.2,,Shale,0.0,0.7,0.36
500.5,125.0,1520.0,True.,35.7,139.7,25.3,38.0,Shale-Sand,0.135,9.21,69.32
645.6,382.0,820.0,True.,,177.8,14.1,28.0,Shale-Sand,0.265,10.0,182.05
354.1,476.0,1696.0,True.,,139.7,,52.0,Shale-Sand,0.226,6.62,212.69
311.7,356.0,2670.0,False.,35.7,139.7,25.3,63.0,Shale-Sand,0.155,0.86,13.75
609.6,352.0,1512.0,True.,48.1,,,,Shale-Sand,0.158,5.29,79.2
588.1,594.0,611.5,True.,48.1,177.8,29.8,27.0,Shale-Sand,0.178,2.61,54.97
596.4,481.0,802.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.062,1.02,1.53
155.2,1165.0,1641.0,True.,29.8,114.3,17.3,,Shale-Sand,0.052,0.86,19.48
625.9,370.0,865.0,False.,35.7,139.7,20.8,33.0,Shale-Sand,0.005,2.13,2.74
566.9,604.0,493.0,True.,53.6,177.8,34.2,15.0,Shale-Sand,0.066,1.59,2.28
601.1,547.0,509.0,False.,,177.8,,24.0,Shale-Sand,0.166,1.64,48.76
341.0,529.0,1461.0,False.,,139.7,,40.0,Shale-Sand,0.105,1.36,23.28
609.5,630.0,759.0,True.,60.3,,,25.0,Shale-Sand,0.186,1.43,29.1
638.3,400.0,646.2,False.,,114.3,,27.0,Shale-Sand,0.175,3.04,34.39
595.9,526.0,621.0,True.,,177.8,34.2,22.0,Shale-Sand,0.211,6.53,180.0
575.4,606.0,682.5,True.,48.1,177.8,25.3,28.0,Shale-Sand,0.261,11.91,216.06
352.7,702.0,1665.0,False.,,139.7,,49.0,Shale-Sand,0.112,2.08,15.23
607.4,618.0,555.0,True.,,177.8,,22.0,Sand,0.264,8.45,295.76
611.8,494.0,598.0,True.,48.7,177.8,34.2,25.0,Shale-Sand,0.137,0.79,29.1
401.2,507.0,1370.0,False.,,139.7,,43.0,Shale-Sand,0.123,1.04,16.48
273.6,479.0,1830.0,False.,,139.7,,55.0,Shale-Sand,0.052,0.51,1.55
595.5,526.0,623.0,False.,48.7,177.8,34.2,28.0,Shale-Sand,0.26,7.08,45.51
577.6,610.0,722.5,True.,48.1,177.8,25.3,15.0,Shale-Sand,0.068,0.96,5.36
304.6,419.0,1854.1,True.,,114.3,,53.0,Shale-Sand,0.094,6.09,32.98
79.7,963.0,2442.0,False.,62.5,139.7,25.3,79.0,Shale-Sand,0.155,5.31,97.16
579.2,608.0,501.0,True.,48.1,177.8,29.8,29.0,Shale-Sand,0.169,5.14,138.44
397.8,487.0,1623.0,False.,,177.8,,50.0,Shale,0.0,0.37,0.24
307.2,456.0,1553.3,True.,,139.7,,,Shale-Sand,0.111,1.95,10.31
306.0,499.0,1921.0,False.,35.7,139.7,23.1,51.0,Shale-Sand,0.113,10.01,43.31
554.6,443.0,750.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.158,9.44,65.63
609.0,529.0,643.0,True.,,139.7,20.8,29.0,Shale-Sand,0.211,3.05,80.93
237.0,593.0,2646.6,True.,,139.7,,82.0,Sand,0.273,15.98,327.77
428.3,381.0,1776.0,False.,35.7,139.7,23.1,56.0,Shale-Sand,0.081,1.49,9.19
551.0,99.0,914.0,True.,,139.7,20.8,32.0,Shale-Sand,0.086,1.66,12.27
593.1,516.0,709.0,True.,48.1,177.8,29.8,24.0,Shale-Sand,0.043,1.76,1.51
596.8,462.0,1817.0,True.,62.5,,,,Shale-Sand,0.192,8.43,108.14
354.3,345.0,2365.0,False.,,139.7,,59.0,Shale-Sand,0.167,1.53,55.97
400.1,451.0,1526.4,False.,,114.3,,52.0,Shale-Sand,0.18,2.37,24.39
586.9,528.0,591.0,True.,53.6,177.8,34.2,19.0,Shale-Sand,0.143,1.48,20.07
334.8,844.0,1547.0,False.,48.1,127.0,17.3,,Shale-Sand,0.135,0.7,3.35
631.2,584.0,572.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.196,6.28,32.55
517.1,153.0,1063.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.048,1.17,2.19
330.4,471.0,1338.0,True.,35.7,114.3,20.1,38.0,Shale-Sand,0.169,12.79,210.72
453.9,263.0,2460.0,True.,53.6,177.8,38.7,,Shale-Sand,0.135,6.19,36.64
596.1,517.0,654.0,True.,53.6,177.8,34.2,18.0,Shale-Sand,0.216,1.72,91.82
434.7,558.0,1008.3,False.,,177.8,,,Shale-Sand,0.067,2.3,3.44
586.8,605.0,1477.0,True.,62.5,,,,Shale-Sand,0.134,4.3,42.53
607.8,331.0,2350.0,True.,25.3,114.3,17.3,,Shale-Sand,0.018,0.97,12.59
578.4,609.0,707.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.191,1.89,108.15
606.8,527.0,645.0,True.,48.1,177.8,29.8,31.0,Shale-Sand,0.152,4.17,75.74
521.7,167.0,1080.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.113,1.76,8.52
94.7,1081.0,1915.0,False.,53.6,177.8,38.7,85.0,Shale-Sand,0.112,2.79,39.09
602.8,476.0,671.0,False.,48.1,177.8,25.3,17.0,Shale-Sand,0.087,3.63,4.09
294.1,377.0,5544.0,True.,35.7,114.3,20.1,,Shale-Sand,0.139,5.11,21.19
614.9,618.0,525.6,True.,,177.8,34.2,30.0,Shale-Sand,0.098,0.63,10.9
552.8,443.0,765.0,False.,35.7,139.7,20.8,23.0,Shale-Sand,0.208,2.02,39.01
118.1,1131.0,1720.6,True.,,,,68.0,Shale,0.0,0.33,0.32
609.9,112.0,860.0,False.,35.7,139.7,23.1,30.0,Shale-Sand,0.137,1.28,28.25
610.5,529.0,435.0,True.,35.7,139.7,20.8,30.0,Shale-Sand,0.248,24.04,116.43
538.4,155.0,993.6,False.,,114.3,,28.0,Shale-Sand,0.165,4.09,13.78
520.9,173.0,2214.0,True.,48.1,,,,Shale,0.026,0.92,0.29
602.0,531.0,580.0,True.,48.1,177.8,29.8,22.0,Shale-Sand,0.182,2.11,29.02
130.3,1130.0,1562.1,True.,,,,56.0,Shale-Sand,0.091,5.06,58.3
612.5,376.0,855.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.305,11.3,202.0
597.9,524.0,615.0,True.,67.7,177.8,32.4,23.0,Shale-Sand,0.215,24.32,215.85
634.6,460.0,674.0,False.,53.6,177.8,34.2,25.0,Shale-Sand,0.139,1.55,16.54
499.1,290.0,2580.0,True.,53.6,,,,Shale-Sand,0.101,1.31,14.94
397.7,485.0,1565.1,True.,,177.8,,49.0,Shale-Sand,0.145,2.52,28.21
579.1,608.0,497.0,True.,48.1,177.8,25.3,29.0,Shale-Sand,0.184,2.93,134.65
331.5,843.0,1535.0,True.,48.1,114.3,14.1,56.0,Shale-Sand,0.308,9.42,131.31
465.3,537.0,1342.0,True.,48.1,,,,Shale-Sand,0.129,13.23,37.22
319.0,877.0,1494.0,True.,48.1,114.3,14.1,45.0,Shale-Sand,0.278,46.84,178.58
595.9,524.0,645.0,False.,,177.8,,25.0,Shale-Sand,0.111,0.81,3.29
150.9,1155.0,1489.3,True.,,139.7,,62.0,Shale-Sand,0.256,10.57,239.27
398.2,505.0,1605.4,False.,,177.8,,52.0,Shale-Sand,0.027,0.22,2.19
67.3,718.0,2310.0,True.,,139.7,,86.0,Shale-Sand,0.049,1.52,3.14
608.8,629.0,1442.0,True.,,177.8,,,Shale-Sand,0.196,4.15,51.19
459.6,350.0,1651.7,False.,,139.7,,,Shale-Sand,0.162,0.86,85.94
448.3,792.0,2461.0,True.,,,,,Shale-Sand,0.103,1.05,17.04
125.2,1132.0,1572.8,True.,,,,63.0,Shale-Sand,0.052,1.48,4.76
592.3,602.0,673.0,True.,48.1,177.8,25.3,26.0,Shale-Sand,0.174,6.99,13.45
309.3,467.0,1533.1,False.,,114.3,,,Shale-Sand,0.224,3.31,72.41
607.4,585.0,398.0,True.,,177.8,,19.0,Shale-Sand,0.081,0.14,1.81
643.1,436.0,662.0,False.,53.6,177.8,25.3,25.0,Shale-Sand,0.205,4.97,62.71
626.7,340.0,885.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.236,8.71,56.81
417.7,349.0,1723.0,False.,,139.7,,46.0,Shale-Sand,0.083,0.58,1.22
381.2,344.0,1760.0,False.,35.7,114.3,17.3,46.0,Shale-Sand,0.041,0.93,3.5
181.6,671.0,2609.1,True.,,139.7,,71.0,Sand,0.284,24.94,678.66
623.0,591.0,464.0,True.,48.1,,,25.0,Sand,0.26,26.94,333.39
587.4,501.0,736.0,True.,53.6,177.8,34.2,18.0,Shale-Sand,0.129,0.26,2.13
287.9,449.0,5573.0,True.,35.7,114.3,20.1,,Shale-Sand,0.159,2.23,54.15
462.4,529.0,1480.0,True.,48.1,,,,Shale-Sand,0.196,1.74,40.79
339.3,334.0,3475.0,True.,48.0,139.7,34.2,,Shale-Sand,0.117,1.82,22.26
375.4,429.0,2329.9,False.,,177.8,,64.0,Shale-Sand,0.086,1.31,9.67
634.0,337.0,2065.0,True.,25.3,177.8,17.3,,Shale,0.033,0.53,0.78
581.3,326.0,1069.0,False.,25.3,114.3,14.1,33.0,Shale-Sand,0.145,1.81,15.32
613.7,575.0,598.0,True.,,177.8,34.2,27.0,Shale-Sand,0.192,16.62,18.26
100.9,1075.0,1888.0,False.,53.6,177.8,34.2,63.0,Shale-Sand,0.149,2.6,62.33
274.8,600.0,2763.0,False.,,177.8,,67.0,Shale-Sand,0.016,1.18,9.31
456.5,368.0,1830.0,True.,,114.3,,48.0,Shale-Sand,0.233,22.47,226.99
555.0,441.0,751.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.163,2.73,19.17
562.9,331.0,922.0,False.,,114.3,,28.0,Shale-Sand,0.105,2.21,10.75
140.7,1148.0,1508.8,True.,,177.8,,59.0,Shale-Sand,0.169,5.16,35.76
539.4,260.0,3200.0,True.,48.1,,,,Shale-Sand,0.133,1.22,9.98
477.2,252.0,3242.0,True.,48.1,,,,Shale-Sand,0.223,4.07,97.78
576.5,616.0,712.0,True.,48.1,177.8,25.3,20.0,Shale-Sand,0.123,3.09,47.33
523.1,268.0,1228.0,True.,35.7,139.7,20.8,42.0,Shale-Sand,0.111,2.1,62.06
603.3,547.0,559.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.207,7.98,98.28
116.8,1075.0,1981.2,False.,,177.8,,66.0,Shale-Sand,0.063,1.53,11.19
370.8,468.0,1660.0,True.,35.7,139.7,20.8,50.0,Shale-Sand,0.167,8.57,196.64
89.1,960.0,2310.0,True.,53.6,177.8,38.7,,Shale-Sand,0.123,0.64,8.99
565.4,458.0,705.7,False.,35.7,,,28.0,Shale-Sand,0.094,1.41,21.73
373.4,272.0,2264.7,True.,,139.7,,60.0,Shale-Sand,0.2,17.32,112.35
605.1,332.0,832.0,True.,29.8,114.3,15.6,,Shale-Sand,0.279,7.93,212.95
517.8,390.0,1017.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.137,3.26,3.88
412.3,316.0,1715.0,False.,35.7,139.7,25.3,53.0,Shale-Sand,0.064,0.93,2.63
619.3,612.0,1700.0,True.,81.1,,,,Shale-Sand,0.179,7.43,103.79
400.1,463.0,1525.0,True.,35.7,139.7,20.8,25.0,Shale-Sand,0.228,8.71,169.31
131.4,1124.0,1505.5,False.,35.7,139.7,23.1,55.0,Shale,0.0,0.31,0.49
450.9,541.0,979.9,False.,,177.8,,,Shale-Sand,0.139,0.26,16.05
340.7,330.0,2635.0,False.,,177.8,,68.0,Shale-Sand,0.207,11.43,39.99
611.2,456.0,1460.0,True.,62.5,,,,Shale-Sand,0.237,7.22,73.07
597.2,441.0,691.4,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.091,3.3,51.19
75.4,836.0,1641.5,False.,39.3,139.7,20.8,52.0,Shale-Sand,0.146,2.68,9.46
584.2,603.0,1293.0,True.,62.5,,,,Shale-Sand,0.082,4.59,10.9
608.3,113.0,1005.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.238,1.72,59.91
500.0,367.0,1245.0,False.,35.7,139.7,23.1,38.0,Shale-Sand,0.12,4.8,84.13
35.7,788.0,5141.0,True.,53.6,,,,Shale-Sand,0.175,1.03,17.74
530.6,384.0,975.4,False.,,177.8,,36.0,Shale-Sand,0.159,4.69,53.71
555.2,441.0,774.0,True.,35.7,139.7,20.8,28.0,Shale-Sand,0.063,1.06,6.37
602.6,457.0,706.8,False.,,177.8,,28.0,Shale-Sand,0.098,0.36,2.14
606.5,549.0,603.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.117,3.92,9.53
374.4,352.0,2520.0,False.,53.6,139.7,25.3,67.0,Shale-Sand,0.127,1.21,25.72
512.1,145.0,1077.0,False.,,114.3,,28.0,Shale-Sand,0.174,4.08,97.6
578.1,605.0,618.0,True.,48.1,177.8,25.3,23.0,Shale-Sand,0.077,0.76,1.69
282.9,483.0,1702.0,True.,,114.3,,47.0,Shale-Sand,0.258,18.16,209.69
540.7,139.0,1471.0,True.,,,,,Shale-Sand,0.158,1.53,20.4
46.7,768.0,2014.0,True.,35.7,139.7,25.3,60.0,Shale-Sand,0.231,10.65,183.77
318.1,769.0,1754.1,False.,,139.7,,36.0,Shale-Sand,0.214,2.0,38.16
442.8,545.0,2405.0,True.,48.1,,,,Shale-Sand,0.136,6.29,54.94
314.7,445.0,1649.0,True.,,114.3,,48.0,Shale-Sand,0.25,4.99,125.65
200.1,619.0,1940.0,True.,35.7,139.7,23.1,64.0,Shale-Sand,0.0,0.97,1.4
577.7,455.0,929.0,True.,35.7,139.7,20.8,22.0,Shale-Sand,0.141,1.23,3.79
595.7,427.0,686.5,False.,48.0,177.8,29.8,27.0,Shale-Sand,0.217,7.44,92.46
378.6,602.0,935.0,False.,25.3,114.3,14.1,31.0,Shale-Sand,0.242,7.46,85.59
533.3,386.0,1037.0,True.,,139.7,,36.0,Shale-Sand,0.249,3.08,119.92
382.9,438.0,1700.0,False.,35.7,139.7,23.1,58.0,Shale,0.035,0.29,0.77
449.7,534.0,713.0,False.,25.3,114.3,14.1,,Shale-Sand,0.135,1.61,24.12
589.1,546.0,597.0,True.,48.1,177.8,25.3,,Shale-Sand,0.156,5.18,39.25
602.1,422.0,1920.0,True.,35.7,139.7,25.3,,Shale-Sand,0.181,5.81,83.65
599.2,541.0,612.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.2,14.49,67.79
609.0,422.0,678.0,True.,48.7,177.8,29.8,26.0,Shale-Sand,0.214,4.41,160.95
600.3,541.0,473.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.08,1.21,0.94
520.1,394.0,995.0,False.,,114.3,,29.0,Shale-Sand,0.008,0.8,1.26
332.7,82.0,3800.0,True.,,177.8,,73.0,Shale-Sand,0.162,6.06,37.47
308.1,382.0,2141.2,False.,,139.7,,56.0,Shale-Sand,0.182,6.63,26.09
399.8,507.0,1579.0,False.,,,,52.0,Shale-Sand,0.035,4.57,8.66
595.3,524.0,665.0,True.,48.1,177.8,29.8,21.0,Shale-Sand,0.167,1.97,37.91
555.8,443.0,757.5,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.078,1.43,9.93
334.1,318.0,2802.0,True.,53.6,139.7,25.3,68.0,Sand,0.245,14.92,474.55
291.1,457.0,1839.5,True.,,114.3,,,Shale-Sand,0.215,7.28,214.23
496.5,97.0,985.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.242,6.49,128.09
626.3,340.0,848.0,False.,35.7,139.7,20.8,26.0,Shale,0.0,0.12,0.35
494.3,95.0,1007.4,False.,,114.3,,31.0,Shale-Sand,0.084,1.02,2.95
76.8,712.0,2150.0,False.,53.6,177.8,38.7,63.0,Shale-Sand,0.204,4.38,31.95
595.1,456.0,812.0,True.,48.1,177.8,25.3,29.0,Shale-Sand,0.174,2.02,33.15
352.3,364.0,2250.0,False.,53.6,139.7,23.1,60.0,Shale-Sand,0.071,0.69,5.31
441.0,553.0,979.0,False.,,177.8,,30.0,Shale-Sand,0.116,3.97,53.02
635.4,459.0,1591.0,True.,62.5,,,,Shale-Sand,0.06,5.09,39.22
156.5,913.0,2202.6,True.,16.9,,,63.0,Shale-Sand,0.117,4.03,26.55
599.8,595.0,650.0,True.,48.1,177.8,25.3,24.0,Shale-Sand,0.126,10.84,29.67
616.0,534.0,526.0,False.,48.7,177.8,25.3,21.0,Shale-Sand,0.15,4.95,78.3
640.3,542.0,840.0,True.,48.1,177.8,25.3,31.0,Shale-Sand,0.064,1.46,15.7
135.4,1142.0,1569.7,True.,,177.8,,53.0,Sand,0.304,25.23,427.94
113.5,1072.0,1836.4,True.,,,,70.0,Shale-Sand,0.107,3.73,34.63
596.0,630.0,584.0,True.,,177.8,34.2,,Shale-Sand,0.164,2.56,11.19
330.5,380.0,1854.7,False.,,114.3,,51.0,Shale-Sand,0.153,5.75,50.61
640.0,460.0,668.0,False.,48.1,177.8,25.3,21.0,Shale-Sand,0.163,1.47,82.37
339.9,392.0,3608.0,True.,53.6,139.7,25.3,84.0,Shale-Sand,0.172,13.38,89.63
421.3,359.0,1966.7,True.,35.7,139.7,23.1,,Shale-Sand,0.29,9.88,129.43
639.0,457.0,1412.0,True.,62.5,,,,Shale-Sand,0.114,0.96,3.63
314.8,373.0,2100.0,False.,,139.7,,55.0,Shale-Sand,0.174,3.34,24.39
292.3,477.0,1679.4,False.,,139.7,,47.0,Shale-Sand,0.09,1.5,10.69
565.1,497.0,1420.0,True.,35.1,,,20.0,Shale-Sand,0.192,20.74,250.21
331.4,383.0,1851.7,False.,,114.3,,44.0,Shale-Sand,0.235,6.58,28.76
554.2,441.0,837.0,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.022,0.3,1.84
627.3,526.0,734.0,True.,53.6,177.8,34.2,19.0,Shale-Sand,0.073,0.71,3.09
598.5,547.0,696.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.138,3.44,47.45
81.9,726.0,1968.0,False.,35.7,139.7,23.1,58.0,Shale-Sand,0.197,3.6,39.19
524.6,393.0,816.9,False.,,114.3,,26.0,Shale-Sand,0.158,1.17,18.96
595.0,536.0,834.0,True.,35.7,139.7,20.8,26.0,Sand,0.168,9.63,504.41
602.2,596.0,424.4,True.,53.5,177.8,34.2,26.0,Sand,0.233,21.48,310.64
596.1,600.0,390.0,False.,53.6,177.8,34.2,28.0,Shale,0.037,0.11,0.43
609.0,330.0,1618.0,True.,25.3,114.3,17.3,,Shale-Sand,0.015,1.09,1.17
428.5,207.0,1620.0,False.,35.7,139.7,20.8,40.0,Shale-Sand,0.204,4.96,103.1
363.4,888.0,1300.0,True.,62.5,,,32.0,Shale-Sand,0.026,1.25,3.73
451.0,543.0,957.7,True.,,177.8,,32.0,Shale-Sand,0.243,2.04,50.65
638.3,460.0,1457.0,True.,62.5,,,,Shale-Sand,0.18,7.31,149.53
581.0,610.0,727.0,True.,48.1,177.8,25.3,23.0,Shale-Sand,0.166,10.36,201.83
492.7,363.0,1275.0,False.,35.7,114.3,14.1,35.0,Shale-Sand,0.117,7.74,74.94
625.8,479.0,762.0,True.,48.1,177.8,25.3,28.0,Shale-Sand,0.0,1.58,12.54
378.1,384.0,1905.0,True.,35.7,139.7,23.1,55.0,Shale-Sand,0.199,8.76,122.88
35.7,842.0,1325.0,False.,35.7,139.7,20.8,39.0,Shale-Sand,0.144,5.08,34.46
618.8,588.0,538.0,True.,48.1,177.8,52.1,25.0,Shale-Sand,0.219,1.15,50.83
138.0,1139.0,1524.0,True.,,177.8,,53.0,Shale-Sand,0.208,3.82,48.83
607.5,525.0,1649.0,True.,52.5,,,,Shale-Sand,0.194,1.87,95.97
574.7,614.0,512.4,False.,48.1,177.8,25.3,22.0,Shale-Sand,0.15,2.53,53.46
634.7,566.0,606.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.333,13.55,189.74
272.2,506.0,2908.0,True.,53.6,,,,Shale-Sand,0.132,3.92,28.83
136.1,1125.0,1493.5,False.,,177.8,,58.0,Shale-Sand,0.092,0.62,3.18
353.8,373.0,2170.0,False.,,139.7,,60.0,Shale-Sand,0.161,5.56,90.34
564.4,603.0,715.0,True.,53.6,177.8,34.2,33.0,Shale-Sand,0.195,7.67,94.88
224.3,832.0,1337.0,True.,89.3,244.5,59.5,,Shale-Sand,0.037,1.37,13.82
598.3,527.0,626.0,False.,,177.8,,25.0,Shale-Sand,0.048,0.73,4.46
347.2,699.0,1700.0,False.,81.1,177.8,38.7,51.0,Shale-Sand,0.18,1.97,12.5
585.2,530.0,596.0,False.,48.1,177.8,29.8,25.0,Shale-Sand,0.154,2.03,17.6
398.5,484.0,1619.4,False.,,139.7,,,Shale-Sand,0.116,1.23,22.19
600.4,503.0,668.0,True.,53.6,177.8,34.2,19.0,Shale-Sand,0.151,4.2,45.65
402.2,485.0,1613.3,False.,,177.8,,54.0,Shale-Sand,0.083,1.63,26.59
234.3,470.0,3075.0,True.,,139.7,,76.0,Shale-Sand,0.023,0.84,9.58
354.5,367.0,1955.0,False.,,139.7,,71.0,Shale,0.015,0.29,0.33
608.6,592.0,445.0,True.,48.1,177.7,25.3,25.0,Shale,0.0,0.73,0.81
350.9,480.0,1635.0,False.,,139.7,,52.0,Shale,0.0,0.14,0.25
613.8,492.0,649.0,False.,,177.8,,24.0,Shale-Sand,0.144,1.3,10.35
399.1,329.0,2977.9,True.,53.6,177.8,38.7,73.0,Shale-Sand,0.048,1.01,12.45
599.5,542.0,530.0,False.,48.1,177.8,29.8,25.0,Shale-Sand,0.104,0.84,15.66
547.0,336.0,941.8,True.,,114.3,,31.0,Shale-Sand,0.122,5.42,109.33
353.3,478.0,1644.0,False.,,139.7,,53.0,Shale-Sand,0.027,0.35,1.0
337.3,407.0,1396.0,True.,35.7,139.7,25.3,18.0,Shale-Sand,0.185,4.62,89.4
576.0,608.0,732.5,True.,48.1,177.8,25.3,,Shale-Sand,0.141,2.56,70.47
574.0,613.0,511.0,False.,48.1,177.8,25.3,19.0,Shale-Sand,0.172,3.84,68.71
618.8,529.0,612.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.129,1.54,32.52
597.1,528.0,623.0,True.,48.7,177.8,34.2,27.0,Sand,0.225,16.7,318.9
587.1,524.0,665.0,True.,48.1,177.8,34.2,28.0,Shale-Sand,0.149,1.42,15.6
616.6,404.0,731.0,True.,48.1,,,28.0,Shale-Sand,0.253,14.93,110.99
313.3,459.0,1485.9,True.,,139.7,,101.0,Shale-Sand,0.202,4.44,25.13
444.2,549.0,1000.3,False.,,177.8,,32.0,Shale-Sand,0.223,5.74,47.99
515.4,135.0,1119.0,True.,35.7,139.7,20.8,30.0,Shale-Sand,0.091,2.44,10.65
359.1,366.0,2189.0,False.,53.6,177.8,38.7,58.0,Shale-Sand,0.165,1.46,14.62
637.9,400.0,648.6,False.,,114.3,,27.0,Shale-Sand,0.232,6.48,87.13
491.1,76.0,1050.0,False.,35.7,114.3,14.1,34.0,Shale-Sand,0.147,6.18,81.07
320.1,464.0,1485.9,True.,,114.3,,41.0,Shale-Sand,0.161,6.58,115.86
598.4,535.0,541.0,True.,48.1,177.8,38.7,25.0,Shale-Sand,0.126,3.04,22.9
615.5,588.0,608.0,True.,53.6,177.8,34.2,18.0,Shale-Sand,0.109,1.36,10.22
329.6,381.0,3703.0,True.,53.6,,,,Shale-Sand,0.231,5.11,89.73
406.0,631.0,656.0,False.,35.7,139.7,20.8,,Shale-Sand,0.168,7.13,84.21
626.4,472.0,638.0,False.,48.1,177.8,25.3,22.0,Shale-Sand,0.099,1.86,15.07
515.4,117.0,1362.0,False.,35.7,139.7,25.3,35.0,Shale-Sand,0.172,4.18,104.51
69.9,783.0,324.0,False.,,114.3,14.1,,Shale-Sand,0.244,2.92,26.59
631.8,331.0,2337.0,True.,25.3,114.3,17.3,,Shale-Sand,0.102,0.95,25.59
626.3,388.0,782.0,False.,35.7,139.7,25.3,31.0,Shale-Sand,0.112,0.99,7.66
297.0,344.0,2782.8,True.,,139.7,,70.0,Shale-Sand,0.105,0.44,3.27
623.0,529.0,566.0,False.,,177.8,29.8,28.0,Shale-Sand,0.127,6.48,39.23
282.3,466.0,3444.0,True.,35.7,114.3,17.3,,Shale-Sand,0.226,8.88,156.44
419.0,300.0,1651.1,False.,,114.3,,,Shale-Sand,0.079,7.37,43.03
310.4,451.0,1620.0,False.,,139.7,,44.0,Shale-Sand,0.161,4.81,85.88
613.4,593.0,518.0,True.,48.1,177.8,29.8,23.0,Shale-Sand,0.15,7.92,232.74
608.0,579.0,510.0,True.,48.7,177.8,34.2,25.0,Shale-Sand,0.215,2.1,38.12
634.6,405.0,728.0,True.,35.7,139.7,20.8,,Shale,0.0,0.12,0.25
523.9,104.0,933.0,False.,,139.7,,33.0,Shale-Sand,0.022,0.5,1.68
340.7,410.0,1329.5,False.,53.6,114.3,14.1,40.0,Shale,0.019,0.17,0.4
65.2,721.0,2270.0,False.,53.6,177.8,38.7,62.0,Shale-Sand,0.148,4.29,30.37
516.4,152.0,1056.0,False.,,114.3,,32.0,Shale-Sand,0.212,1.47,29.69
599.9,504.0,779.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.112,2.94,19.74
447.8,290.0,1464.6,False.,,139.7,,40.0,Shale-Sand,0.201,7.86,94.72
601.8,476.0,666.0,True.,48.1,177.8,25.3,27.0,Sand,0.231,12.45,294.76
580.1,602.0,560.0,True.,48.1,177.8,25.3,8.0,Shale-Sand,0.123,2.71,16.03
610.3,530.0,438.0,False.,35.7,139.7,20.8,24.0,Shale-Sand,0.142,1.36,15.56
643.0,337.0,965.0,True.,35.7,139.7,20.8,,Shale-Sand,0.119,1.41,21.28
565.7,457.0,713.0,True.,35.7,139.7,20.8,,Shale-Sand,0.096,2.33,15.7
65.2,725.0,2141.0,False.,35.7,139.7,20.8,65.0,Shale-Sand,0.228,5.94,97.61
591.8,542.0,595.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.172,0.86,32.53
194.8,766.0,2381.0,False.,35.7,139.7,23.1,68.0,Shale-Sand,0.208,2.48,30.0
347.3,710.0,1677.0,False.,81.1,177.8,34.2,50.0,Shale-Sand,0.059,1.18,18.99
593.5,528.0,640.5,True.,,177.8,,24.0,Sand,0.361,27.31,773.71
333.2,412.0,1427.0,True.,25.3,114.3,14.1,43.0,Shale,0.0,0.19,0.45
591.1,539.0,700.0,True.,48.1,177.8,34.2,28.0,Shale-Sand,0.146,2.29,12.19
401.1,311.0,2292.1,False.,,177.8,,63.0,Shale-Sand,0.142,9.96,44.45
588.5,549.0,626.0,False.,48.1,177.8,29.8,28.0,Shale-Sand,0.127,0.72,3.06
624.7,355.0,855.0,False.,48.7,177.8,25.3,27.0,Shale-Sand,0.135,0.8,15.6
302.6,458.0,1678.5,False.,,139.7,,42.0,Shale-Sand,0.162,4.94,69.46
